,mean,std,2.5%,25%,median,75%,97.5%
2020-02-25,1.892,0.211,1.525,1.754,1.876,2.023,2.325
2020-02-26,1.881,0.201,1.529,1.745,1.862,2.007,2.326
2020-02-27,1.867,0.193,1.532,1.74,1.842,1.99,2.282
2020-02-28,1.856,0.182,1.535,1.733,1.838,1.957,2.238
2020-02-29,1.839,0.174,1.524,1.727,1.825,1.941,2.189
2020-03-01,1.82,0.165,1.541,1.71,1.807,1.922,2.173
2020-03-02,1.796,0.157,1.519,1.684,1.782,1.897,2.134
2020-03-03,1.768,0.145,1.507,1.668,1.761,1.867,2.073
2020-03-04,1.738,0.14,1.481,1.646,1.731,1.836,2.014
2020-03-05,1.704,0.131,1.444,1.618,1.701,1.79,1.952
2020-03-06,1.663,0.126,1.418,1.58,1.659,1.743,1.919
2020-03-07,1.622,0.117,1.398,1.54,1.623,1.692,1.869
2020-03-08,1.577,0.112,1.376,1.503,1.575,1.644,1.803
2020-03-09,1.532,0.105,1.343,1.457,1.527,1.595,1.762
2020-03-10,1.485,0.098,1.303,1.424,1.481,1.545,1.69
2020-03-11,1.436,0.09,1.263,1.372,1.434,1.495,1.625
2020-03-12,1.384,0.087,1.223,1.323,1.378,1.442,1.557
2020-03-13,1.328,0.079,1.184,1.274,1.325,1.382,1.495
2020-03-14,1.281,0.075,1.146,1.23,1.279,1.333,1.432
2020-03-15,1.233,0.073,1.105,1.181,1.228,1.281,1.383
2020-03-16,1.186,0.069,1.06,1.137,1.181,1.232,1.33
2020-03-17,1.14,0.066,1.021,1.091,1.136,1.185,1.273
2020-03-18,1.098,0.064,0.975,1.054,1.096,1.142,1.225
2020-03-19,1.057,0.064,0.938,1.013,1.058,1.099,1.184
2020-03-20,1.02,0.064,0.904,0.977,1.019,1.06,1.16
2020-03-21,0.986,0.063,0.866,0.942,0.987,1.027,1.11
2020-03-22,0.953,0.063,0.835,0.911,0.953,0.994,1.079
2020-03-23,0.921,0.061,0.806,0.878,0.918,0.961,1.045
2020-03-24,0.893,0.059,0.784,0.855,0.89,0.933,1.014
2020-03-25,0.866,0.056,0.764,0.829,0.861,0.902,0.989
2020-03-26,0.844,0.056,0.741,0.806,0.839,0.879,0.962
2020-03-27,0.823,0.056,0.72,0.784,0.822,0.858,0.937
2020-03-28,0.802,0.054,0.704,0.764,0.803,0.837,0.913
2020-03-29,0.784,0.052,0.688,0.749,0.782,0.818,0.894
2020-03-30,0.769,0.05,0.679,0.733,0.768,0.8,0.872
2020-03-31,0.755,0.051,0.663,0.719,0.753,0.789,0.862
2020-04-01,0.744,0.051,0.655,0.706,0.74,0.776,0.852
2020-04-02,0.732,0.05,0.646,0.695,0.729,0.766,0.829
2020-04-03,0.723,0.049,0.636,0.69,0.722,0.757,0.82
2020-04-04,0.715,0.046,0.63,0.683,0.713,0.742,0.817
2020-04-05,0.707,0.045,0.627,0.676,0.705,0.736,0.8
2020-04-06,0.702,0.044,0.624,0.671,0.701,0.73,0.796
2020-04-07,0.696,0.043,0.612,0.668,0.695,0.725,0.783
2020-04-08,0.693,0.043,0.612,0.663,0.694,0.721,0.782
2020-04-09,0.691,0.044,0.607,0.66,0.691,0.721,0.779
2020-04-10,0.689,0.044,0.604,0.658,0.69,0.716,0.78
2020-04-11,0.688,0.044,0.607,0.658,0.686,0.717,0.775
2020-04-12,0.686,0.043,0.604,0.658,0.685,0.716,0.775
2020-04-13,0.687,0.046,0.603,0.656,0.684,0.716,0.786
2020-04-14,0.688,0.046,0.603,0.657,0.687,0.717,0.785
2020-04-15,0.69,0.047,0.602,0.657,0.688,0.722,0.786
2020-04-16,0.691,0.047,0.601,0.658,0.69,0.725,0.786
2020-04-17,0.693,0.047,0.602,0.661,0.694,0.725,0.789
2020-04-18,0.697,0.048,0.606,0.663,0.697,0.729,0.798
2020-04-19,0.699,0.048,0.608,0.666,0.698,0.729,0.797
2020-04-20,0.702,0.048,0.605,0.669,0.701,0.734,0.797
2020-04-21,0.705,0.05,0.61,0.672,0.704,0.738,0.802
2020-04-22,0.709,0.05,0.619,0.673,0.707,0.745,0.811
2020-04-23,0.713,0.051,0.625,0.678,0.713,0.746,0.817
2020-04-24,0.717,0.05,0.62,0.683,0.716,0.749,0.814
2020-04-25,0.72,0.05,0.622,0.685,0.719,0.755,0.818
