,mean,std,2.5%,25%,median,75%,97.5%
2020-02-28,1.609,0.143,1.354,1.51,1.598,1.704,1.911
2020-02-29,1.592,0.138,1.336,1.505,1.582,1.683,1.876
2020-03-01,1.575,0.13,1.333,1.491,1.567,1.66,1.847
2020-03-02,1.553,0.12,1.318,1.476,1.552,1.629,1.793
2020-03-03,1.53,0.115,1.323,1.455,1.523,1.603,1.776
2020-03-04,1.505,0.108,1.305,1.431,1.502,1.577,1.741
2020-03-05,1.472,0.101,1.278,1.403,1.468,1.539,1.689
2020-03-06,1.437,0.097,1.264,1.376,1.43,1.496,1.648
2020-03-07,1.399,0.095,1.229,1.336,1.396,1.458,1.592
2020-03-08,1.358,0.09,1.194,1.295,1.352,1.417,1.543
2020-03-09,1.316,0.084,1.161,1.259,1.314,1.37,1.485
2020-03-10,1.273,0.078,1.128,1.218,1.273,1.324,1.428
2020-03-11,1.228,0.077,1.089,1.173,1.228,1.279,1.381
2020-03-12,1.184,0.072,1.055,1.133,1.182,1.231,1.332
2020-03-13,1.14,0.07,1.017,1.09,1.141,1.185,1.282
2020-03-14,1.098,0.065,0.977,1.051,1.098,1.141,1.231
2020-03-15,1.06,0.06,0.941,1.018,1.06,1.098,1.174
2020-03-16,1.023,0.059,0.909,0.984,1.023,1.061,1.143
2020-03-17,0.989,0.059,0.875,0.952,0.991,1.025,1.104
2020-03-18,0.956,0.058,0.852,0.915,0.955,0.993,1.078
2020-03-19,0.925,0.054,0.819,0.89,0.922,0.957,1.035
2020-03-20,0.898,0.054,0.801,0.861,0.895,0.932,1.009
2020-03-21,0.874,0.053,0.773,0.839,0.873,0.908,0.988
2020-03-22,0.851,0.051,0.756,0.815,0.851,0.887,0.964
2020-03-23,0.834,0.053,0.738,0.798,0.834,0.867,0.945
2020-03-24,0.816,0.051,0.727,0.781,0.813,0.85,0.917
2020-03-25,0.798,0.049,0.712,0.762,0.795,0.833,0.896
2020-03-26,0.784,0.049,0.696,0.75,0.782,0.817,0.885
2020-03-27,0.774,0.049,0.681,0.74,0.771,0.808,0.87
2020-03-28,0.765,0.05,0.672,0.731,0.764,0.795,0.869
2020-03-29,0.757,0.047,0.669,0.727,0.756,0.787,0.853
2020-03-30,0.749,0.047,0.655,0.718,0.75,0.78,0.842
2020-03-31,0.744,0.047,0.655,0.712,0.743,0.774,0.838
2020-04-01,0.741,0.046,0.653,0.708,0.741,0.772,0.829
2020-04-02,0.736,0.045,0.648,0.703,0.736,0.767,0.827
2020-04-03,0.733,0.048,0.645,0.702,0.733,0.767,0.826
2020-04-04,0.732,0.046,0.648,0.701,0.731,0.764,0.822
2020-04-05,0.73,0.046,0.639,0.699,0.73,0.76,0.818
2020-04-06,0.729,0.046,0.643,0.697,0.73,0.76,0.818
2020-04-07,0.728,0.046,0.64,0.695,0.729,0.758,0.823
2020-04-08,0.729,0.047,0.639,0.698,0.727,0.76,0.822
2020-04-09,0.729,0.046,0.639,0.696,0.73,0.759,0.819
2020-04-10,0.73,0.046,0.638,0.699,0.728,0.763,0.82
2020-04-11,0.73,0.046,0.64,0.699,0.729,0.76,0.822
2020-04-12,0.731,0.045,0.645,0.701,0.732,0.761,0.822
2020-04-13,0.733,0.047,0.645,0.701,0.732,0.766,0.82
2020-04-14,0.737,0.047,0.642,0.704,0.735,0.767,0.833
2020-04-15,0.739,0.049,0.645,0.708,0.737,0.772,0.839
2020-04-16,0.74,0.049,0.647,0.707,0.738,0.773,0.837
2020-04-17,0.745,0.048,0.656,0.712,0.744,0.777,0.841
2020-04-18,0.749,0.048,0.666,0.714,0.748,0.78,0.84
2020-04-19,0.756,0.049,0.666,0.721,0.754,0.789,0.855
2020-04-20,0.762,0.05,0.669,0.727,0.762,0.793,0.863
2020-04-21,0.769,0.049,0.673,0.735,0.77,0.802,0.863
2020-04-22,0.777,0.049,0.686,0.742,0.777,0.811,0.874
2020-04-23,0.784,0.049,0.698,0.749,0.782,0.817,0.882
2020-04-24,0.794,0.051,0.7,0.757,0.794,0.827,0.894
2020-04-25,0.805,0.05,0.71,0.772,0.803,0.836,0.904
2020-04-26,0.82,0.052,0.721,0.785,0.819,0.852,0.932
2020-04-27,0.832,0.053,0.736,0.796,0.831,0.865,0.946
2020-04-28,0.845,0.053,0.75,0.808,0.843,0.88,0.952
2020-04-29,0.861,0.055,0.76,0.823,0.861,0.896,0.973
2020-04-30,0.878,0.055,0.774,0.839,0.877,0.911,0.991
2020-05-01,0.895,0.055,0.796,0.856,0.892,0.932,1.009
2020-05-02,0.913,0.056,0.81,0.874,0.91,0.951,1.026
2020-05-03,0.932,0.058,0.825,0.894,0.929,0.968,1.051
2020-05-04,0.95,0.058,0.844,0.909,0.947,0.988,1.071
2020-05-05,0.97,0.058,0.862,0.928,0.968,1.008,1.088
2020-05-06,0.989,0.061,0.877,0.946,0.987,1.028,1.108
2020-05-07,1.009,0.061,0.896,0.965,1.01,1.05,1.13
2020-05-08,1.031,0.062,0.913,0.99,1.029,1.068,1.159
2020-05-09,1.05,0.063,0.934,1.005,1.046,1.089,1.182
2020-05-10,1.069,0.063,0.95,1.025,1.066,1.11,1.198
2020-05-11,1.091,0.065,0.979,1.046,1.088,1.128,1.234
2020-05-12,1.109,0.066,0.986,1.067,1.106,1.151,1.239
2020-05-13,1.127,0.066,1.004,1.08,1.127,1.171,1.258
2020-05-14,1.143,0.069,1.015,1.097,1.142,1.189,1.281
2020-05-15,1.157,0.07,1.025,1.109,1.153,1.203,1.298
2020-05-16,1.17,0.069,1.043,1.125,1.167,1.214,1.314
2020-05-17,1.18,0.07,1.048,1.133,1.175,1.223,1.325
2020-05-18,1.19,0.071,1.052,1.142,1.188,1.236,1.335
2020-05-19,1.198,0.07,1.052,1.152,1.195,1.244,1.339
2020-05-20,1.202,0.071,1.067,1.153,1.201,1.249,1.346
2020-05-21,1.202,0.07,1.069,1.155,1.201,1.248,1.356
2020-05-22,1.199,0.069,1.072,1.151,1.195,1.245,1.344
2020-05-23,1.197,0.068,1.077,1.146,1.196,1.243,1.329
2020-05-24,1.19,0.07,1.067,1.138,1.188,1.235,1.331
2020-05-25,1.181,0.071,1.049,1.128,1.183,1.231,1.312
2020-05-26,1.168,0.069,1.042,1.12,1.17,1.214,1.303
2020-05-27,1.157,0.068,1.027,1.112,1.157,1.203,1.291
2020-05-28,1.143,0.066,1.015,1.102,1.144,1.185,1.271
2020-05-29,1.125,0.066,0.988,1.08,1.126,1.17,1.253
2020-05-30,1.104,0.065,0.98,1.059,1.103,1.149,1.23
2020-05-31,1.081,0.064,0.96,1.038,1.082,1.123,1.208
2020-06-01,1.059,0.064,0.938,1.014,1.058,1.101,1.187
2020-06-02,1.034,0.062,0.917,0.992,1.033,1.076,1.158
2020-06-03,1.012,0.064,0.894,0.967,1.01,1.053,1.143
2020-06-04,0.987,0.063,0.869,0.944,0.986,1.024,1.111
2020-06-05,0.965,0.062,0.844,0.923,0.961,1.003,1.095
2020-06-06,0.943,0.061,0.831,0.899,0.939,0.981,1.069
2020-06-07,0.922,0.06,0.811,0.881,0.916,0.959,1.045
2020-06-08,0.902,0.058,0.793,0.861,0.902,0.941,1.022
2020-06-09,0.887,0.058,0.784,0.846,0.884,0.926,1.009
