,mean,std,2.5%,25%,median,75%,97.5%
2020-03-03,1.511,0.136,1.278,1.423,1.5,1.596,1.807
2020-03-04,1.482,0.13,1.259,1.39,1.475,1.565,1.744
2020-03-05,1.456,0.123,1.237,1.371,1.452,1.533,1.711
2020-03-06,1.428,0.115,1.222,1.347,1.421,1.503,1.661
2020-03-07,1.393,0.107,1.205,1.319,1.387,1.463,1.597
2020-03-08,1.355,0.1,1.176,1.284,1.349,1.425,1.551
2020-03-09,1.313,0.093,1.149,1.247,1.308,1.371,1.505
2020-03-10,1.271,0.087,1.112,1.216,1.264,1.326,1.473
2020-03-11,1.229,0.081,1.082,1.173,1.225,1.28,1.404
2020-03-12,1.186,0.077,1.038,1.135,1.183,1.236,1.35
2020-03-13,1.145,0.075,1.003,1.094,1.143,1.192,1.303
2020-03-14,1.103,0.071,0.964,1.055,1.101,1.152,1.249
2020-03-15,1.063,0.068,0.942,1.013,1.062,1.109,1.2
2020-03-16,1.025,0.063,0.911,0.98,1.024,1.068,1.155
2020-03-17,0.99,0.061,0.873,0.948,0.99,1.031,1.11
2020-03-18,0.955,0.06,0.847,0.91,0.953,0.997,1.073
2020-03-19,0.922,0.059,0.812,0.881,0.922,0.965,1.035
2020-03-20,0.893,0.058,0.778,0.853,0.894,0.93,1.007
2020-03-21,0.865,0.056,0.761,0.827,0.862,0.906,0.973
2020-03-22,0.838,0.055,0.737,0.798,0.835,0.875,0.946
2020-03-23,0.816,0.053,0.722,0.779,0.81,0.85,0.926
2020-03-24,0.795,0.053,0.706,0.757,0.791,0.831,0.901
2020-03-25,0.777,0.051,0.689,0.741,0.776,0.812,0.877
2020-03-26,0.761,0.049,0.674,0.727,0.758,0.794,0.865
2020-03-27,0.747,0.048,0.658,0.714,0.745,0.778,0.848
2020-03-28,0.735,0.047,0.653,0.702,0.733,0.765,0.828
2020-03-29,0.724,0.047,0.641,0.692,0.721,0.753,0.821
2020-03-30,0.716,0.046,0.628,0.684,0.714,0.747,0.809
2020-03-31,0.708,0.046,0.627,0.675,0.707,0.74,0.805
2020-04-01,0.703,0.045,0.62,0.671,0.702,0.735,0.794
2020-04-02,0.699,0.044,0.623,0.668,0.698,0.728,0.786
2020-04-03,0.698,0.044,0.617,0.667,0.696,0.728,0.785
2020-04-04,0.699,0.044,0.617,0.668,0.699,0.728,0.786
2020-04-05,0.699,0.046,0.615,0.666,0.698,0.728,0.795
2020-04-06,0.701,0.046,0.619,0.671,0.7,0.729,0.798
2020-04-07,0.705,0.047,0.62,0.674,0.702,0.736,0.809
2020-04-08,0.708,0.047,0.621,0.676,0.706,0.738,0.807
2020-04-09,0.714,0.046,0.628,0.683,0.712,0.744,0.808
2020-04-10,0.718,0.047,0.63,0.686,0.714,0.748,0.821
2020-04-11,0.724,0.049,0.635,0.689,0.719,0.756,0.82
2020-04-12,0.728,0.049,0.634,0.694,0.726,0.761,0.825
2020-04-13,0.733,0.05,0.646,0.697,0.73,0.766,0.833
2020-04-14,0.739,0.049,0.652,0.703,0.737,0.77,0.843
2020-04-15,0.745,0.05,0.657,0.71,0.744,0.78,0.839
2020-04-16,0.752,0.05,0.661,0.718,0.75,0.785,0.851
2020-04-17,0.757,0.049,0.667,0.723,0.755,0.789,0.856
2020-04-18,0.762,0.05,0.667,0.728,0.761,0.796,0.864
