country,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-09-21,estimate,1.1,1.1,0.03,1.09,1.11,1.08,1.12,1.05,1.15
Germany,2020-09-22,estimate,1.1,1.1,0.03,1.1,1.11,1.08,1.12,1.05,1.16
Germany,2020-09-23,estimate,1.1,1.1,0.03,1.1,1.12,1.08,1.12,1.05,1.15
Germany,2020-09-24,estimate,1.11,1.11,0.03,1.1,1.12,1.08,1.13,1.05,1.16
Germany,2020-09-25,estimate,1.11,1.11,0.04,1.1,1.12,1.08,1.13,1.05,1.17
Germany,2020-09-26,estimate,1.11,1.11,0.04,1.1,1.12,1.09,1.14,1.05,1.18
Germany,2020-09-27,estimate,1.11,1.12,0.04,1.11,1.13,1.08,1.14,1.05,1.18
Germany,2020-09-28,estimate based on partial data,1.12,1.12,0.05,1.1,1.12,1.08,1.14,1.05,1.2
Germany,2020-09-29,estimate based on partial data,1.12,1.12,0.05,1.1,1.13,1.09,1.15,1.04,1.21
Germany,2020-09-30,estimate based on partial data,1.12,1.12,0.06,1.09,1.12,1.08,1.15,1.03,1.21
Germany,2020-10-01,estimate based on partial data,1.12,1.13,0.06,1.11,1.13,1.08,1.16,1.02,1.22
Germany,2020-10-02,estimate based on partial data,1.12,1.13,0.07,1.11,1.14,1.08,1.16,1.02,1.24
Germany,2020-10-03,estimate based on partial data,1.12,1.13,0.07,1.1,1.13,1.07,1.16,1.01,1.24
Germany,2020-10-04,estimate based on partial data,1.13,1.13,0.08,1.1,1.13,1.07,1.16,1.02,1.27
Germany,2020-10-05,estimate based on partial data,1.13,1.14,0.09,1.1,1.14,1.07,1.16,1.0,1.26
Germany,2020-10-06,estimate based on partial data,1.13,1.14,0.09,1.1,1.14,1.06,1.17,0.99,1.27
Germany,2020-10-07,estimate based on partial data,1.13,1.14,0.1,1.11,1.14,1.07,1.18,1.0,1.29
Germany,2020-10-08,estimate based on partial data,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-09,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-10,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-11,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-12,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-13,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-14,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-15,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-16,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-17,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-18,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-19,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-20,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-21,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
Germany,2020-10-22,forecast,1.13,1.14,0.1,1.1,1.14,1.06,1.17,0.99,1.3
