country,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-29,estimate,1.02,1.02,0.04,1.02,1.03,0.99,1.04,0.95,1.08
Germany,2020-08-30,estimate,1.02,1.02,0.04,1.01,1.03,1.0,1.05,0.95,1.08
Germany,2020-08-31,estimate,1.02,1.02,0.04,1.02,1.04,1.0,1.05,0.96,1.09
Germany,2020-09-01,estimate,1.02,1.02,0.04,1.02,1.04,1.0,1.05,0.95,1.09
Germany,2020-09-02,estimate,1.02,1.02,0.04,1.01,1.03,1.0,1.06,0.95,1.09
Germany,2020-09-03,estimate based on partial data,1.03,1.03,0.05,1.01,1.03,1.0,1.06,0.95,1.1
Germany,2020-09-04,estimate based on partial data,1.03,1.03,0.05,1.02,1.04,1.01,1.07,0.94,1.1
Germany,2020-09-05,estimate based on partial data,1.03,1.03,0.06,1.02,1.05,1.0,1.07,0.94,1.12
Germany,2020-09-06,estimate based on partial data,1.04,1.04,0.06,1.04,1.07,0.99,1.07,0.93,1.13
Germany,2020-09-07,estimate based on partial data,1.04,1.04,0.07,1.04,1.07,1.0,1.08,0.92,1.14
Germany,2020-09-08,estimate based on partial data,1.04,1.04,0.08,1.03,1.06,1.0,1.09,0.92,1.16
Germany,2020-09-09,estimate based on partial data,1.04,1.05,0.09,1.02,1.05,0.99,1.09,0.92,1.18
Germany,2020-09-10,estimate based on partial data,1.04,1.05,0.09,1.03,1.07,0.99,1.09,0.91,1.19
Germany,2020-09-11,estimate based on partial data,1.04,1.05,0.1,1.02,1.06,0.98,1.09,0.89,1.2
Germany,2020-09-12,estimate based on partial data,1.04,1.05,0.11,1.0,1.04,0.97,1.09,0.86,1.2
Germany,2020-09-13,estimate based on partial data,1.04,1.05,0.12,1.02,1.06,0.97,1.09,0.86,1.22
Germany,2020-09-14,estimate based on partial data,1.04,1.05,0.13,1.02,1.07,0.97,1.09,0.86,1.24
Germany,2020-09-15,estimate based on partial data,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-16,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-17,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-18,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-19,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-20,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-21,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-22,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-23,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-24,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-25,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-26,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-27,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-28,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
Germany,2020-09-29,forecast,1.04,1.06,0.14,1.01,1.05,0.96,1.09,0.85,1.26
