country,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-10-05,estimate based on partial data,1.17,1.18,0.09,1.15,1.18,1.11,1.21,1.06,1.33
Germany,2020-10-06,estimate based on partial data,1.17,1.19,0.09,1.14,1.18,1.11,1.22,1.04,1.33
Germany,2020-10-07,estimate based on partial data,1.18,1.19,0.1,1.14,1.18,1.11,1.22,1.03,1.34
Germany,2020-10-08,estimate based on partial data,1.18,1.19,0.11,1.14,1.18,1.11,1.23,1.03,1.36
Germany,2020-10-09,estimate based on partial data,1.18,1.19,0.12,1.14,1.18,1.1,1.23,1.01,1.36
Germany,2020-10-10,estimate based on partial data,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-11,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-12,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-13,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-14,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-15,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-16,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-17,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-18,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-19,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-20,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-21,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-22,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-23,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
Germany,2020-10-24,forecast,1.18,1.19,0.13,1.14,1.19,1.1,1.24,1.01,1.38
